Country,Year,1st_pillar_Institutions,2nd_pillar_Infrastructure,3rd_pillar_Macroeconomic_environment,4th_pillar_Health_and_primary_education,5th_pillar_Higher_education_and_training,6th_pillar_Goods_market_efficiency,7th_pillar_Labor_market_efficiency,8th_pillar_Financial_market_development,9th_pillar_Technological_readiness,10th_pillar_Market_size,11th_pillar_Business_sophistication_,12th_pillar_Innovation,Global_Competitiveness_Index,Population,GDP,Income group,Region,Forum classification
Malaysia,2016,4.97329408,5.416385625,5.426342784,6.146032456,4.95649623,5.246806707,4.771987719,4.975154591,4.807728225,5.030825468,5.155636888,4.722028385,5.164826294,30656801,22785,Upper middle income,Emerging and Developing Asia,East Asia and Pacific
Malaysia,2017,4.977937455,5.45810944,5.443206846,6.317015892,4.865554324,5.108214909,4.716977075,4.955352513,4.904330452,5.085799833,5.146107373,4.671748535,5.174436823,31624264,23356,Upper middle income,Emerging and Developing Asia,East Asia and Pacific
Mali,2007,3.85095681,2.574201341,4.456465967,3.220795852,2.604088182,3.8190287,4.101934011,3.423365767,2.451641244,2.44443289,3.350601452,2.984775961,3.373009394,13759226,1576,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2008,3.726122735,2.554281781,4.603065572,3.433695564,2.771837322,3.92747636,4.125105832,3.347483583,2.644705727,2.359234262,3.409401313,3.01212725,3.426703909,14223403,1602,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2009,3.549038309,2.730630116,3.914393344,2.987996883,2.659935262,3.694882131,3.841563357,3.0832311,2.699728154,2.569461337,3.30412049,2.968689653,3.216142463,14694565,1622,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2010,3.362155482,2.55924449,4.632903189,3.324421958,2.562617977,3.571575166,3.778129456,2.918987425,2.639118012,2.496313242,3.076522342,2.915359146,3.279665713,15167286,1664,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2011,3.355043033,2.77929883,4.767694797,3.441211312,2.792675077,3.727433889,3.793531148,3.043306766,2.693240017,2.545031565,3.056246146,2.978865139,3.387086055,15639115,1658,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2012,3.309893118,2.958196341,4.587559982,3.35561362,2.772696655,3.870662476,3.891584049,3.525858691,2.903999444,2.574860525,3.222653238,2.99372637,3.426912557,16112333,1603,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2013,3.023960673,3.047995246,4.440645077,3.051452438,2.55370154,3.931688297,3.959344855,3.383172236,2.909495549,2.627237289,3.523904431,3.004349414,3.327418348,16592097,1589,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2014,3.176704325,3.152054597,4.484828271,3.333466402,2.697752885,4.065967611,3.887758659,3.317279751,2.858913438,2.657379757,3.618921831,3.104066634,3.42676079,17086022,1653,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2015,3.519621528,3.070403254,4.470565714,3.165842291,2.757429263,3.980027881,3.758208029,3.421227743,2.849397041,2.826109083,3.433459199,3.099292406,3.440173652,17599694,1684,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2016,3.504457211,2.861487714,4.959403636,2.995946527,2.928111761,3.970923561,3.773767921,3.421384009,2.843330649,2.828320595,3.377512493,3.158277,3.464596246,17674818,1533,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mali,2017,3.33103109,2.825040242,4.069628683,3.086702795,3.014545271,4.000289415,3.759648045,3.364768839,2.856276935,2.975937478,3.549929895,3.195010123,3.330486104,18541980,1537,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Malta,2007,4.783437882,4.110163407,4.897009484,5.887661063,4.436118677,4.510326443,3.960917936,5.401870045,4.254986812,2.15901112,4.151925637,3.244821295,4.20582267,403076,27001,High income,Advanced economies,Europe and North America
Malta,2008,4.875648031,4.458518477,4.966995443,6.02405561,4.507768363,4.552491272,4.083283272,5.362437226,4.748194488,2.840281186,4.231601073,3.248590801,4.312827643,406392,27872,High income,Advanced economies,Europe and North America
Malta,2009,4.821873324,4.59592337,4.516357442,5.938916564,4.59233055,4.525838923,4.106157085,5.157369803,5.071172429,2.41156322,4.330651476,3.325790106,4.297489107,409475,26888,High income,Advanced economies,Europe and North America
Malta,2010,4.833479461,4.445762497,4.815640994,6.231267021,4.792194178,4.579109028,4.103161153,5.217364792,4.852236429,2.305837212,4.339685634,3.427798583,4.335588697,412064,27906,High income,Advanced economies,Europe and North America
Malta,2011,4.691994532,4.521938302,5.03648276,6.222942722,4.805604406,4.61103204,3.992961401,5.112903439,5.054824166,2.330038448,4.284930709,3.381441466,4.332570734,414075,28178,High income,Advanced economies,Europe and North America
Malta,2012,4.614767964,4.90858027,4.601486315,6.3356265,4.927456054,4.621743661,4.143773637,5.107659933,5.592478947,2.384374425,4.270463929,3.430444418,4.409616526,415596,28271,High income,Advanced economies,Europe and North America
Malta,2013,4.606872223,5.022291263,4.644960431,6.394937198,5.04019867,4.71677684,4.558450203,4.60576057,5.711030522,2.458465707,4.444210728,3.611673983,4.499392638,416747,28822,High income,Advanced economies,Europe and North America
Malta,2014,4.463253571,4.877074435,4.729433376,6.434207328,4.918987239,4.720332123,4.319174565,4.55636129,5.578617919,2.476982807,4.450564735,3.602523449,4.447366325,417723,29508,High income,Advanced economies,Europe and North America
Malta,2015,4.518607854,4.65499477,5.177557685,6.332329846,4.845945297,4.588599574,4.335320875,4.372386725,5.620367813,2.607266749,4.223899394,3.495019787,4.389502971,418670,30265,High income,Advanced economies,Europe and North America
Malta,2016,4.490645991,4.749392296,5.764585511,6.448918993,5.016838242,4.734165457,4.524994618,4.354708855,5.80119404,2.527114527,4.321057735,3.709606711,4.523861451,421451,28388,High income,Advanced economies,Europe and North America
Malta,2017,4.471690124,4.773575027,5.846919258,6.566298797,5.158021799,4.87563634,4.68015149,4.369006618,5.89314228,2.681135088,4.576449419,3.826412502,4.64811125,465292,27971,High income,Advanced economies,Europe and North America
Mauritania,2007,3.765067727,2.11904107,3.954666766,4.052994207,2.334749365,3.417744327,3.983448724,3.153987416,2.652711513,2.042093063,3.431967886,2.560196932,3.25934576,3328285,3412,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2008,3.418077033,2.097884335,3.492549331,4.131324168,2.351324794,3.446153879,3.91988817,3.128718094,2.70941836,1.906961622,3.380951707,2.484004545,3.136242923,3414552,3356,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2009,3.372806978,2.565122612,3.837768755,3.945005462,2.405848723,3.699750815,4.084671421,2.965541329,2.806010016,2.08390909,3.208317291,2.45987939,3.252478153,3501927,3233,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2010,3.234099744,2.516794287,3.702132436,4.111582102,2.153698467,3.450441009,3.885275814,2.656777039,2.547552355,2.038848716,2.903874274,2.362081816,3.142408136,3591400,3299,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2011,3.143146352,2.492955335,4.450361968,4.034663746,2.092553247,3.313464234,3.714852047,2.608018625,2.507942411,2.033522354,2.925714573,2.41113429,3.200694252,3683221,3357,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2012,3.286904954,2.816447603,4.401213075,3.882449711,2.23103276,3.577856751,3.603930309,3.044539447,2.747760716,2.068227706,3.350832203,2.675707346,3.316327739,3777067,3470,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2013,2.946798599,2.714422452,4.589561247,3.724577516,2.069446566,3.384305971,3.233097373,2.708168314,2.705977852,2.155554439,3.175288559,2.500106861,3.186487638,3872684,3579,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2014,2.755623471,2.592290207,4.002731581,3.475640416,2.157611688,3.353387199,3.074160637,2.495768789,2.70501567,2.332753787,2.850675645,2.414714172,2.995834966,3969625,3718,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2015,2.640770389,2.471073791,4.350190416,3.59028522,2.133854369,3.368159277,3.182900985,2.400715614,2.680303513,2.577832654,2.719539347,2.226139629,3.034876321,4067564,3877,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2016,2.813306092,2.188779131,4.02203173,3.839757475,1.901290011,3.212711039,3.257999342,2.213659825,2.318684449,2.422311652,2.555229021,2.199498168,2.942504296,4098432,3675,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritania,2017,2.932714699,2.100225453,4.638594717,4.16459995,1.901534418,3.110002838,3.328064286,2.129071307,2.23917271,2.513524387,2.708085587,2.32486436,3.089157218,4420184,3735,Lower middle income,"Middle East, North Africa, and Pakistan",Sub-Saharan Africa
Mauritius,2007,4.439649077,4.115816525,4.17722711,5.692729213,3.93770351,4.423314318,4.145965757,5.054231983,3.387443343,2.586442864,4.190333967,3.006531987,4.163643971,1232997,13901,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2008,4.67687557,4.317881137,4.033776784,5.656369566,3.966254304,4.636968594,4.365216899,5.024381028,3.623245703,2.536251501,4.288453702,3.010394205,4.24612587,1238013,14615,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2009,4.591019539,4.161006249,4.207767966,5.558312838,3.792016614,4.618295526,4.316616171,4.856015871,3.802746511,2.689852942,4.232143595,2.950766402,4.217251462,1242954,15020,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2010,4.613194062,4.178484122,4.692254444,5.805332722,4.087840714,4.696629895,4.49323999,4.680708931,3.726744563,2.633200174,4.243929075,2.975890003,4.316447844,1247951,15599,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2011,4.544102814,4.325824328,4.637029328,5.810581571,4.168277623,4.754624977,4.380524695,4.488232059,3.756660769,2.708495836,4.268526894,2.961786255,4.314670791,1253089,16179,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2012,4.593944309,4.324572012,4.410361532,5.853014452,4.288079022,4.800762764,4.378016144,4.646013196,3.976016921,2.742887994,4.304666823,2.949543696,4.350214426,1258335,16651,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2013,4.583691457,4.438928683,4.824380903,6.014152612,4.322816022,4.852078292,4.450100259,4.729789948,3.903764004,2.795304622,4.40252539,3.10891931,4.449508696,1263560,17146,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2014,4.600369509,4.74376952,4.663900447,6.14032886,4.663353557,4.923200447,4.330651182,4.735177124,3.974610288,2.828324573,4.475455349,3.217298855,4.515997611,1268567,17731,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2015,4.531894567,4.794076582,4.7078467,6.109401116,4.616978302,4.852354897,4.307544563,4.416060014,4.058054885,2.781059476,4.355911311,3.229871117,4.432492347,1273212,18350,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2016,4.509347826,4.743198196,4.891406857,6.064094346,4.681773201,4.896376481,4.391820972,4.286115433,4.165712694,2.712717847,4.356982047,3.33506871,4.493364783,1310267,17262,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mauritius,2017,4.486400705,4.801828622,4.687354906,6.068031784,4.645948101,4.887824424,4.397659448,4.378998566,4.523653069,2.819897326,4.490826958,3.361363467,4.523291367,1264613,17117,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Mexico,2007,3.6245587,3.545559928,5.363555212,5.591983416,3.827332603,4.229703163,4.093981396,4.276185758,3.228716684,5.341461334,4.216304895,3.111591628,4.26207563,113139374,15805,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2008,3.485254041,3.507846815,5.316960096,5.552168035,3.834358997,4.138795676,3.97133284,4.295315569,3.24833831,5.480673568,4.243596018,2.948000959,4.226537328,114972821,15826,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2009,3.403820466,3.69402768,5.292996433,5.483900823,3.863721419,3.965382812,3.81985663,4.122176166,3.526969018,5.574246377,4.147043238,2.987078252,4.189042881,116815612,14893,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2010,3.395376158,3.737831286,5.237726442,5.662802516,3.942585449,3.862555693,3.800454035,3.818570414,3.55193965,5.541038376,3.90624277,3.012221723,4.192392166,118617542,15460,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2011,3.439993434,3.977364701,5.247206607,5.686222712,4.066681362,4.081478292,3.917993761,3.923139881,3.745361488,5.553215613,4.110572087,3.192993811,4.294337281,120365271,15887,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2012,3.593145448,4.032376119,5.214638779,5.705698157,4.11041519,4.197432196,4.013760854,4.15395539,3.802585443,5.576701656,4.263462251,3.326064079,4.364364767,122070963,16320,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2013,3.556582666,4.144636378,5.114409561,5.688890561,4.025959499,4.191769615,3.941547603,4.18715508,3.661906986,5.610454438,4.23962629,3.349629194,4.33888837,123740109,16346,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2014,3.401659101,4.191283114,5.04228007,5.725602404,3.991732495,4.191083842,3.711971624,4.143044418,3.552757907,5.610996909,4.143284474,3.314646517,4.274018397,125385833,16496,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2015,3.341862631,4.215841651,4.85139468,5.710799538,3.999733184,4.226832718,3.752486523,4.236059326,3.773461884,5.650134861,4.18118667,3.378953614,4.294407013,127017224,16850,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2016,3.298650213,4.258693226,4.98142196,5.682479982,4.116596771,4.330764619,3.84788811,4.543947903,3.969774511,5.640729494,4.243406855,3.407729147,4.408653822,130906892,16006,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Mexico,2017,3.198091537,4.303995734,5.166659703,5.688854671,4.108670532,4.316885442,3.770806674,4.507576355,4.209112888,5.672294332,4.274372402,3.408989288,4.435373768,129163276,16048,Upper middle income,Latin America and the Caribbean,Latin America and the Caribbean
Moldova,2007,,,,,,,,,,,,,,4128459,3603,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2008,,,,,,,,,,,,,,4111168,3890,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2009,,,,,,,,,,,,,,4095813,3661,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2010,3.425387985,3.176183989,4.312548075,5.49544129,3.946411339,3.827676174,4.41350644,3.68171625,3.284253394,2.395073874,3.281009632,2.491329933,3.862746542,4084483,3925,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2011,3.383137739,3.32124246,4.337393002,5.462621157,3.932825501,3.939610455,4.310809063,3.59764455,3.522367706,2.430288669,3.274457602,2.436755481,3.886229661,4077811,4179,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2012,3.375281224,3.464953808,4.352263957,5.444455703,3.95584195,3.976617774,4.264356702,3.64931994,3.914326707,2.507747687,3.303437353,2.396878176,3.937030053,4074754,4151,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2013,3.241563492,3.570397027,4.621724853,5.38056704,3.883234065,3.934792794,4.094233047,3.604667374,3.88981023,2.547540492,3.318557231,2.423576307,3.94081877,4073714,4542,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2014,3.218198546,3.676515153,4.910219171,5.400023871,4.076652642,4.071087094,4.108705235,3.698321739,4.376427109,2.599212068,3.354876776,2.532880035,4.033505806,4072340,4754,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2015,3.198389388,3.692247632,4.855349975,5.388004271,4.09165164,4.058465071,4.073166179,3.279477569,4.388952322,2.68175098,3.29118291,2.562766328,3.999212511,4068897,4896,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2016,3.085570601,3.638662389,4.143531769,5.387247431,4.044401667,3.993023084,3.988165299,2.960582011,4.402007329,2.557873686,3.200460085,2.507214072,3.861130112,4122460,4507,Lower middle income,Commonwealth of Independent States,Eurasia
Moldova,2017,3.204743801,3.740645623,4.530291521,5.398302323,4.089448143,4.064506733,3.938744072,3.082792719,4.62308098,2.679944127,3.358636317,2.641312131,3.992343013,3549750,4639,Lower middle income,Commonwealth of Independent States,Eurasia
Mongolia,2007,3.087301925,2.026911596,5.125403605,4.960635337,3.778781678,3.812476509,4.351510188,3.651647824,2.528311264,1.939263034,3.032812071,2.861866609,3.597687615,2592776,7046,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2008,3.076096946,1.848042211,5.436637218,5.109486562,3.708940541,3.759676829,4.322415468,3.631951236,2.739930774,2.163736892,3.056251679,2.817053848,3.65309343,2629666,7563,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2009,3.089900544,1.975331555,3.947179836,4.912077134,3.549692043,3.752376358,4.692834597,3.380415353,2.792148205,2.341255201,3.051502208,2.802492152,3.431365322,2669572,7357,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2010,3.171342268,2.609851623,4.901128128,5.217461385,3.756365516,3.841245279,4.775126286,3.068203182,3.031540651,2.334116195,3.099688229,2.808482842,3.746389952,2712657,7708,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2011,3.209449782,2.720046641,5.352904818,5.350426864,3.927767648,4.016345837,4.740739158,3.190874802,3.102013183,2.366126742,3.241106824,2.846538889,3.85906786,2759074,8905,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2012,3.343046814,2.830390722,4.892394638,5.597085588,3.988304426,4.168463425,4.686292279,3.326580673,3.818544291,2.600507932,3.295028587,2.93316522,3.874641426,2808339,9851,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2013,3.342302688,2.902524994,3.651456452,5.646738543,4.06645202,4.06675185,4.486407256,3.231530913,3.847765497,2.690441779,3.261781595,2.894347904,3.748432567,2859174,10833,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2014,3.441268921,2.915764254,3.769496359,5.813578659,4.374115213,4.229585081,4.479760168,3.22493344,3.541199381,2.732031386,3.469636425,2.937306548,3.829770621,2909871,11509,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2015,3.564018804,2.859945802,3.222954386,5.719934102,4.499636854,4.241279823,4.463640425,3.038344537,3.975463196,3.037965307,3.462986174,3.098540222,3.814057145,2959134,11819,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2016,3.533351083,2.928171643,3.597986991,5.71197385,4.568405064,4.012946747,4.293174822,3.089306776,4.115467177,2.89562659,3.265302536,3.092933255,3.837144229,3055723,11191,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Mongolia,2017,3.369665583,3.112658563,4.368741399,5.591382584,4.509927568,3.954416621,4.233955562,2.998971971,4.177383877,2.995705969,3.304675177,2.986740096,3.898776986,3075647,11147,Lower middle income,Emerging and Developing Asia,East Asia and Pacific
Montenegro,2007,3.689578024,2.790629972,5.401377467,5.997238359,3.712806837,3.885714013,4.417024421,4.753900551,3.526224141,1.312812233,3.67593044,2.686111111,3.906691309,618592,13288,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2008,4.065865568,2.715285121,5.463542752,5.826408311,4.184067379,4.174450595,4.473734641,4.955269558,3.955884229,1.945536839,3.707172501,2.956575048,4.114376156,619740,14183,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2009,4.281808286,2.999010146,4.60963162,5.814220997,4.186774334,4.266330992,4.520390122,5.014954701,4.148725568,2.236145394,3.820294276,3.293602165,4.157272019,620870,13352,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2010,4.455829504,3.845798062,5.094118762,6.185414478,4.514675698,4.391062676,4.690391665,4.680947405,4.087536768,2.102738572,3.856208196,3.477560696,4.363750591,621952,13656,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2011,4.529611788,4.00511198,4.451804046,5.791379849,4.649021862,4.503979776,4.604736431,4.573904396,4.019320247,2.048125464,3.84595897,3.388199229,4.272756024,622957,14082,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2012,4.38177805,4.055914991,3.848573239,5.654022281,4.630598657,4.423882772,4.139231794,4.491250965,4.149785026,2.077431591,3.830979799,3.307153879,4.143617274,623864,13712,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2013,4.15681423,4.044372577,4.06796721,6.074742212,4.606534007,4.305190063,4.387796731,4.401618481,4.216744228,2.141448469,3.787676154,3.424218605,4.199928692,624648,14156,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2014,3.961812256,4.096055316,4.455675255,6.310461159,4.680042684,4.335929505,4.243718629,4.256785802,4.277395751,2.160861282,3.685272791,3.371070324,4.231445359,625292,14358,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2015,3.891869034,3.983445181,4.615962256,6.207223113,4.579183033,4.298105155,4.183197233,4.257696789,4.329682176,2.197426849,3.615479106,3.279956544,4.201729344,625781,14833,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2016,3.793585162,3.928146016,3.730949758,5.920805864,4.486010934,4.27490466,4.100547296,4.161763044,4.589926394,2.123863635,3.570312747,3.133480401,4.050623001,655003,13570,Upper middle income,Emerging and Developing Europe,Europe and North America
Montenegro,2017,3.900102168,4.155761246,3.705272704,5.905813772,4.541969789,4.363383657,4.178510059,4.237894948,4.86497233,2.276994861,3.628055133,3.168758594,4.145179479,622471,13472,Upper middle income,Emerging and Developing Europe,Europe and North America
Morocco,2007,4.094731091,3.433463901,4.462748963,5.351311269,3.633093867,4.1305825,3.60289984,3.929686203,3.062287564,3.95241416,3.93219792,3.249695653,4.082358531,31011322,5825,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2008,4.049597686,3.497325016,4.731195566,5.394987605,3.570479153,4.340593067,3.535466563,3.87693848,3.177118918,3.90939782,3.994206284,3.016421501,4.075798274,31350544,6091,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2009,3.917371351,3.624362275,5.241760735,5.168591962,3.398034485,4.185518636,3.42295548,3.811466866,3.408424119,4.056931658,3.829046077,2.875909717,4.030933945,31714958,6313,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2010,3.940974889,3.775827089,5.206908436,5.368560296,3.514718469,4.077426817,3.473220083,4.068894847,3.492160333,4.038772769,3.74813879,2.975911233,4.078563458,32107739,6466,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2011,3.97723937,3.948100846,5.647913806,5.37823628,3.620193225,4.153469002,3.516670116,4.155059267,3.686539069,4.025975552,3.775301158,3.022076609,4.164843438,32531964,6698,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2012,4.12136481,4.142238676,4.615697607,5.529426578,3.575065018,4.273334417,3.836764245,4.12174851,3.71184576,4.106693536,3.800644365,2.953124849,4.147348852,32984190,6777,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2013,4.116596708,4.300235792,4.421813163,5.483605041,3.542689645,4.277246342,3.862277298,4.007112786,3.525395685,4.161329025,3.749785827,2.939468859,4.114875267,33452686,6967,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2014,4.205015468,4.377090813,4.723431373,5.655633636,3.555675377,4.411720923,3.805949755,4.017115982,3.574176436,4.16610301,3.884296215,3.110093611,4.206731744,33921203,7040,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2015,4.189682485,4.300648949,4.828006286,5.612188106,3.42026016,4.334551669,3.617190884,3.862013127,3.618672165,4.310775957,3.76573664,3.066413519,4.164948754,34377511,7319,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2016,4.213556319,4.253192016,5.079306239,5.634684993,3.55000445,4.375266458,3.546579217,3.793722633,3.691275376,4.260797252,3.816212405,3.110867038,4.199231711,34727184,6753,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Morocco,2017,4.204006212,4.416212726,4.90502857,5.631453946,3.57957276,4.426487115,3.581518141,3.929220819,3.811407936,4.337008616,3.985119719,3.141681808,4.244111504,35739580,6759,Lower middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Mozambique,2007,3.209388959,2.183855701,3.796475788,2.951642632,2.329497847,3.221048243,3.9562157,3.308310563,2.294553053,2.980314687,2.999862396,2.556311248,3.015355309,22359637,835,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2008,3.27245686,2.177199696,4.229999225,3.153964719,2.561441824,3.442645797,4.099085119,3.268027261,2.515432556,2.628684318,3.142156636,2.54557494,3.147296515,22994867,864,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2009,3.297875644,2.590981352,4.177305148,2.9674647,2.5365919,3.58718841,3.944441908,3.294536939,2.92492714,2.844914145,3.232455483,2.758754843,3.220892644,23647815,893,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2010,3.463054839,2.564009891,4.167891245,3.538712425,2.465796033,3.745346903,3.871553974,3.38809914,2.892562745,2.622720361,3.313395906,2.964610604,3.324521707,24321457,930,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2011,3.386768844,2.568951473,3.935939809,3.809348694,2.523761649,3.803500732,3.793747015,3.201489564,2.857374996,2.757646778,3.255420005,2.791867358,3.311022217,25016921,974,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2012,3.35311324,2.360215993,3.663071755,3.523542226,2.388075642,3.766333213,3.717571685,3.091930764,2.803592962,2.861597534,3.143321053,2.632369954,3.166081362,25732928,1017,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2013,3.297338091,2.381667244,4.343326768,3.669920192,2.339458363,3.803396779,3.797405008,3.133101708,2.765736415,2.958963339,3.199533291,2.626008783,3.29602999,26467180,1064,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2014,3.162046692,2.359771296,4.05741403,3.58152964,2.38708417,3.987919639,3.879171324,3.138519366,2.71032774,3.066454998,3.342887471,2.762013763,3.244956285,27216276,1115,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2015,3.179232825,2.429125773,3.660986286,3.596961282,2.353098208,3.965996956,3.959977558,2.99365386,2.662264925,3.035383724,3.368635462,3.18409203,3.200369334,27977863,1176,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2016,3.1543864,2.474699414,3.488436571,3.484458255,2.289164537,3.876011057,3.980294325,2.978352691,2.543561433,2.990074099,3.194405395,2.840898462,3.129531417,28010595,1078,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Mozambique,2017,3.054975017,2.471102856,1.863296353,3.593989168,2.25332739,3.797757613,3.899268337,2.768745049,2.869102254,3.094717463,3.16403837,2.800463947,2.886453956,29668834,1051,Low income,Sub-Saharan Africa,Sub-Saharan Africa
Namibia,2007,4.168316791,4.302478633,5.739478701,3.629945852,3.047405797,3.897556926,4.435156995,4.415629067,2.771372306,2.552205433,3.393548197,2.660052366,3.846645903,2083174,8095,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Namibia,2008,4.592320438,4.560911923,5.69044547,3.994415999,3.131420924,3.934566554,4.494068023,4.5353388,3.034676824,2.314759367,3.631236245,2.683970621,3.986638934,2115703,8169,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
